,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
609,1936,63,154,3,1,14,66,6.0,14.0,62,26,20,16,79,56,23,98,1.58,39.0,3.0,13,3,5,5,13,23,-10,14,1.08,0
610,1936,93,64,2,6,45,66,16.0,9.0,32,15,3,14,87,57,30,48,1.5,6.0,14.0,62,26,20,16,79,56,23,98,1.58,2
611,1936,181,231,1,2,14,194,30.0,8.0,23,4,7,12,25,41,-16,19,0.83,53.0,1.0,5,1,3,1,4,4,0,6,1.2,2
612,1936,99,93,2,3,45,106,0.0,0.0,0,0,0,0,0,0,0,0,0,16.0,9.0,32,15,3,14,87,57,30,48,1.5,2
613,1936,236,72,0,1,45,74,0.0,0.0,0,0,0,0,0,0,0,0,0,7.0,14.0,59,28,12,19,106,71,35,96,1.63,2
614,1936,101,55,2,0,45,108,3.0,18.0,83,45,21,17,128,77,51,156,1.88,0.0,0.0,0,0,0,0,0,0,0,0,0,0
615,1936,27,163,3,2,23,7,1.0,20.0,104,70,17,17,221,102,119,227,2.18,37.0,4.0,15,4,3,8,19,31,-12,15,1,0
616,1936,8,42,2,1,23,7,4.0,16.0,77,42,14,21,131,84,47,140,1.82,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,0
617,1937,166,223,4,2,23,7,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,9.0,12.0,51,20,12,19,80,71,9,72,1.41,0
618,1937,27,42,6,4,23,7,1.0,20.0,104,70,17,17,221,102,119,227,2.18,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,0
619,1937,202,89,8,0,45,158,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
620,1937,89,213,0,3,45,158,0.0,0.0,0,0,0,0,0,0,0,0,0,67.0,1.0,3,0,1,2,0,4,-4,1,0.33,2
621,1937,225,163,4,2,23,7,9.0,12.0,51,20,12,19,80,71,9,72,1.41,37.0,4.0,15,4,3,8,19,31,-12,15,1,0
622,1937,202,213,1,1,45,158,0.0,0.0,0,0,0,0,0,0,0,0,0,67.0,1.0,3,0,1,2,0,4,-4,1,0.33,1
623,1937,202,213,3,3,45,158,0.0,0.0,0,0,0,0,0,0,0,0,0,67.0,1.0,3,0,1,2,0,4,-4,1,0.33,1
624,1937,166,8,1,6,23,7,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,4.0,16.0,77,42,14,21,131,84,47,140,1.82,2
625,1937,41,223,3,0,23,7,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,9.0,12.0,51,20,12,19,80,71,9,72,1.41,0
626,1937,202,213,2,2,45,158,0.0,0.0,0,0,0,0,0,0,0,0,0,67.0,1.0,3,0,1,2,0,4,-4,1,0.33,1
627,1937,89,213,2,3,45,158,0.0,0.0,0,0,0,0,0,0,0,0,0,67.0,1.0,3,0,1,2,0,4,-4,1,0.33,2
628,1937,27,162,5,0,23,7,1.0,20.0,104,70,17,17,221,102,119,227,2.18,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,0
629,1937,167,8,0,1,23,7,37.0,4.0,15,4,3,8,19,31,-12,15,1,4.0,16.0,77,42,14,21,131,84,47,140,1.82,2
630,1937,41,162,2,3,23,7,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,2
631,1937,27,223,3,2,23,7,1.0,20.0,104,70,17,17,221,102,119,227,2.18,9.0,12.0,51,20,12,19,80,71,9,72,1.41,0
632,1937,167,42,2,2,23,7,37.0,4.0,15,4,3,8,19,31,-12,15,1,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,1
633,1937,225,8,3,2,23,7,9.0,12.0,51,20,12,19,80,71,9,72,1.41,4.0,16.0,77,42,14,21,131,84,47,140,1.82,0
634,1937,71,12,1,2,45,74,7.0,14.0,59,28,12,19,106,71,35,96,1.63,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,2
635,1937,166,163,0,1,23,7,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,37.0,4.0,15,4,3,8,19,31,-12,15,1,2
636,1937,8,28,1,0,23,7,4.0,16.0,77,42,14,21,131,84,47,140,1.82,1.0,20.0,104,70,17,17,221,102,119,227,2.18,0
637,1937,148,78,2,2,45,82,8.0,10.0,50,27,12,11,86,48,38,93,1.86,2.0,18.0,106,66,20,20,224,121,103,218,2.06,1
638,1937,8,28,2,0,23,7,4.0,16.0,77,42,14,21,131,84,47,140,1.82,1.0,20.0,104,70,17,17,221,102,119,227,2.18,0
639,1937,71,19,1,3,45,19,7.0,14.0,59,28,12,19,106,71,35,96,1.63,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,2
640,1937,54,202,5,3,51,57,0.0,0.0,0,0,0,0,0,0,0,0,0,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,0
641,1937,205,146,1,2,45,156,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,8.0,10.0,50,27,12,11,86,48,38,93,1.86,2
642,1937,232,154,4,1,14,249,53.0,1.0,5,1,3,1,4,4,0,6,1.2,39.0,3.0,13,3,5,5,13,23,-10,14,1.08,0
643,1937,101,12,0,2,51,11,3.0,18.0,83,45,21,17,128,77,51,156,1.88,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,2
644,1937,71,78,0,4,45,82,7.0,14.0,59,28,12,19,106,71,35,96,1.63,2.0,18.0,106,66,20,20,224,121,103,218,2.06,2
645,1937,123,78,2,3,45,129,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,18.0,106,66,20,20,224,121,103,218,2.06,2
646,1937,148,19,1,2,45,19,8.0,10.0,50,27,12,11,86,48,38,93,1.86,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,2
647,1937,93,202,5,1,51,220,16.0,9.0,32,15,3,14,87,57,30,48,1.5,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,0
648,1937,181,64,3,1,14,194,30.0,8.0,23,4,7,12,25,41,-16,19,0.83,6.0,14.0,62,26,20,16,79,56,23,98,1.58,0
649,1937,19,202,1,2,45,19,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,2
650,1937,54,169,1,1,45,186,0.0,0.0,0,0,0,0,0,0,0,0,0,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,1
651,1937,77,19,1,0,45,82,2.0,18.0,106,66,20,20,224,121,103,218,2.06,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,0
652,1937,101,93,2,0,51,108,3.0,18.0,83,45,21,17,128,77,51,156,1.88,16.0,9.0,32,15,3,14,87,57,30,48,1.5,0
653,1937,51,10,1,1,45,9,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
654,1937,51,10,1,1,45,9,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
655,1937,148,19,1,0,45,156,8.0,10.0,50,27,12,11,86,48,38,93,1.86,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,0
656,1937,77,202,1,0,45,220,2.0,18.0,106,66,20,20,224,121,103,218,2.06,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,0
657,1937,12,177,1,1,45,11,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,30.0,8.0,23,4,7,12,25,41,-16,19,0.83,1
658,1937,236,93,1,1,45,99,0.0,0.0,0,0,0,0,0,0,0,0,0,16.0,9.0,32,15,3,14,87,57,30,48,1.5,1
659,1937,159,64,0,6,45,169,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,6.0,14.0,62,26,20,16,79,56,23,98,1.58,2
660,1937,55,78,0,8,45,82,25.0,4.0,16,8,2,6,27,24,3,26,1.63,2.0,18.0,106,66,20,20,224,121,103,218,2.06,2
661,1937,204,64,0,4,45,219,10.0,11.0,46,16,13,17,74,69,5,61,1.33,6.0,14.0,62,26,20,16,79,56,23,98,1.58,2
662,1937,205,99,0,1,45,220,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,0.0,0.0,0,0,0,0,0,0,0,0,0,2
663,1937,108,220,5,9,45,236,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
664,1937,70,64,0,8,45,73,0.0,0.0,0,0,0,0,0,0,0,0,0,6.0,14.0,62,26,20,16,79,56,23,98,1.58,2
665,1937,101,55,1,0,51,57,3.0,18.0,83,45,21,17,128,77,51,156,1.88,0.0,0.0,0,0,0,0,0,0,0,0,0,0
666,1937,71,99,0,2,45,74,7.0,14.0,59,28,12,19,106,71,35,96,1.63,0.0,0.0,0,0,0,0,0,0,0,0,0,2
667,1937,12,93,2,2,45,99,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,16.0,9.0,32,15,3,14,87,57,30,48,1.5,1
668,1937,159,101,1,3,45,169,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,3.0,18.0,83,45,21,17,128,77,51,156,1.88,2
669,1937,122,67,1,2,45,128,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
670,1937,236,19,1,1,45,254,0.0,0.0,0,0,0,0,0,0,0,0,0,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,1
671,1937,173,19,2,1,45,186,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,0
672,1937,159,56,1,5,67,59,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,25.0,4.0,16,8,2,6,27,24,3,26,1.63,2
673,1937,70,201,0,4,44,219,0.0,0.0,0,0,0,0,0,0,0,0,0,10.0,11.0,46,16,13,17,74,69,5,61,1.33,2
674,1937,66,201,2,7,44,219,0.0,0.0,0,0,0,0,0,0,0,0,0,10.0,11.0,46,16,13,17,74,69,5,61,1.33,2
675,1937,204,165,1,3,45,180,10.0,11.0,46,16,13,17,74,69,5,61,1.33,15.0,7.0,31,15,5,11,44,40,4,50,1.61,2
676,1937,77,115,3,1,45,122,2.0,18.0,106,66,20,20,224,121,103,218,2.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0
677,1937,204,169,2,2,45,186,10.0,11.0,46,16,13,17,74,69,5,61,1.33,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,1
678,1937,70,78,0,2,44,73,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,18.0,106,66,20,20,224,121,103,218,2.06,2
679,1937,169,169,2,4,45,180,15.0,7.0,31,15,5,11,44,40,4,50,1.61,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,2
680,1937,66,169,2,1,45,69,0.0,0.0,0,0,0,0,0,0,0,0,0,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,0
681,1937,122,115,2,4,44,122,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
682,1937,217,236,1,3,45,254,34.0,2.0,10,5,1,4,20,17,3,16,1.6,0.0,0.0,0,0,0,0,0,0,0,0,0,2
683,1937,66,71,1,0,44,73,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
684,1937,77,67,4,1,44,82,2.0,18.0,106,66,20,20,224,121,103,218,2.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0
685,1937,122,115,1,5,44,128,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
686,1937,66,115,1,1,12,128,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
687,1937,70,156,0,2,67,73,0.0,0.0,0,0,0,0,0,0,0,0,0,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,2
688,1937,122,67,0,4,12,128,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
689,1937,66,115,0,2,12,128,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
690,1937,30,165,3,3,45,32,33.0,7.0,26,3,8,15,22,53,-31,17,0.65,15.0,7.0,31,15,5,11,44,40,4,50,1.61,1
691,1937,137,219,7,2,45,145,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,23.0,10.0,33,8,6,19,37,62,-25,30,0.91,0
692,1937,55,165,1,3,45,180,25.0,4.0,16,8,2,6,27,24,3,26,1.63,15.0,7.0,31,15,5,11,44,40,4,50,1.61,2
693,1937,12,202,4,3,51,11,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,0
694,1937,93,55,8,3,51,99,16.0,9.0,32,15,3,14,87,57,30,48,1.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0
695,1937,66,115,1,3,45,122,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
696,1937,137,219,7,3,45,145,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,23.0,10.0,33,8,6,19,37,62,-25,30,0.91,0
697,1937,159,201,3,2,67,169,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,10.0,11.0,46,16,13,17,74,69,5,61,1.33,0
698,1937,236,55,4,5,45,57,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
699,1937,204,56,1,2,67,219,10.0,11.0,46,16,13,17,74,69,5,61,1.33,25.0,4.0,16,8,2,6,27,24,3,26,1.63,2
700,1937,12,115,2,1,44,11,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,0.0,0.0,0,0,0,0,0,0,0,0,0,0
701,1937,12,93,1,2,51,11,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,16.0,9.0,32,15,3,14,87,57,30,48,1.5,2
702,1937,205,72,1,2,45,74,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,7.0,14.0,59,28,12,19,106,71,35,96,1.63,2
703,1937,159,99,3,2,44,169,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0
704,1937,169,236,4,0,44,180,15.0,7.0,31,15,5,11,44,40,4,50,1.61,0.0,0.0,0,0,0,0,0,0,0,0,0,0
705,1937,169,115,2,1,45,180,15.0,7.0,31,15,5,11,44,40,4,50,1.61,0.0,0.0,0,0,0,0,0,0,0,0,0,0
706,1937,225,8,0,3,31,241,9.0,12.0,51,20,12,19,80,71,9,72,1.41,4.0,16.0,77,42,14,21,131,84,47,140,1.82,2
707,1937,62,91,3,2,45,65,77.0,2.0,6,0,0,6,1,22,-21,0,0,62.0,3.0,9,0,3,6,3,14,-11,3,0.33,0
708,1937,54,115,4,0,45,57,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
709,1937,55,71,2,1,67,59,25.0,4.0,16,8,2,6,27,24,3,26,1.63,0.0,0.0,0,0,0,0,0,0,0,0,0,0
710,1937,63,154,5,1,14,166,6.0,14.0,62,26,20,16,79,56,23,98,1.58,39.0,3.0,13,3,5,5,13,23,-10,14,1.08,0
711,1937,12,55,1,2,51,57,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,0.0,0.0,0,0,0,0,0,0,0,0,0,2
712,1937,77,156,3,0,45,82,2.0,18.0,106,66,20,20,224,121,103,218,2.06,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,0
713,1937,181,231,1,2,14,249,30.0,8.0,23,4,7,12,25,41,-16,19,0.83,53.0,1.0,5,1,3,1,4,4,0,6,1.2,2
714,1937,71,146,3,2,45,156,7.0,14.0,59,28,12,19,106,71,35,96,1.63,8.0,10.0,50,27,12,11,86,48,38,93,1.86,0
715,1937,205,101,2,2,51,220,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,3.0,18.0,83,45,21,17,128,77,51,156,1.88,1
716,1937,30,55,1,1,44,32,33.0,7.0,26,3,8,15,22,53,-31,17,0.65,0.0,0.0,0,0,0,0,0,0,0,0,0,1
717,1937,159,99,3,3,44,106,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,1
718,1937,157,177,1,1,14,194,39.0,3.0,13,3,5,5,13,23,-10,14,1.08,30.0,8.0,23,4,7,12,25,41,-16,19,0.83,1
719,1937,225,8,1,5,30,7,9.0,12.0,51,20,12,19,80,71,9,72,1.41,4.0,16.0,77,42,14,21,131,84,47,140,1.82,2
720,1937,93,202,2,0,51,99,16.0,9.0,32,15,3,14,87,57,30,48,1.5,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,0
721,1937,232,64,1,2,14,66,53.0,1.0,5,1,3,1,4,4,0,6,1.2,6.0,14.0,62,26,20,16,79,56,23,98,1.58,2
722,1937,204,78,0,5,44,82,10.0,11.0,46,16,13,17,74,69,5,61,1.33,2.0,18.0,106,66,20,20,224,121,103,218,2.06,2
723,1937,148,122,4,0,44,156,8.0,10.0,50,27,12,11,86,48,38,93,1.86,0.0,0.0,0,0,0,0,0,0,0,0,0,0
724,1937,170,190,2,1,45,210,17.0,6.0,26,13,4,9,43,29,14,43,1.65,5.0,14.0,59,29,12,18,92,66,26,99,1.68,0
725,1937,54,64,4,5,45,66,0.0,0.0,0,0,0,0,0,0,0,0,0,6.0,14.0,62,26,20,16,79,56,23,98,1.58,2
726,1937,101,72,0,0,45,74,3.0,18.0,83,45,21,17,128,77,51,156,1.88,7.0,14.0,59,28,12,19,106,71,35,96,1.63,1
727,1937,181,55,5,0,45,194,30.0,8.0,23,4,7,12,25,41,-16,19,0.83,0.0,0.0,0,0,0,0,0,0,0,0,0,0
728,1938,57,194,4,1,45,61,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
729,1938,170,93,4,0,45,181,17.0,6.0,26,13,4,9,43,29,14,43,1.65,16.0,9.0,32,15,3,14,87,57,30,48,1.5,0
730,1938,57,194,1,3,45,61,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
731,1938,57,194,1,0,45,61,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
732,1938,123,93,0,6,45,129,0.0,0.0,0,0,0,0,0,0,0,0,0,16.0,9.0,32,15,3,14,87,57,30,48,1.5,2
733,1938,100,81,1,3,44,174,64.0,1.0,3,0,2,1,1,3,-2,2,0.67,49.0,3.0,10,2,2,6,5,20,-15,8,0.8,2
734,1938,71,19,5,3,45,74,7.0,14.0,59,28,12,19,106,71,35,96,1.63,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,0
735,1938,170,190,1,0,45,181,17.0,6.0,26,13,4,9,43,29,14,43,1.65,5.0,14.0,59,29,12,18,92,66,26,99,1.68,0
736,1938,77,202,1,1,45,82,2.0,18.0,106,66,20,20,224,121,103,218,2.06,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,1
737,1938,100,81,0,1,44,86,64.0,1.0,3,0,2,1,1,3,-2,2,0.67,49.0,3.0,10,2,2,6,5,20,-15,8,0.8,2
738,1938,148,19,7,2,45,156,8.0,10.0,50,27,12,11,86,48,38,93,1.86,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,0
739,1938,90,103,5,2,45,96,75.0,1.0,3,0,0,3,2,14,-12,0,0,60.0,1.0,3,1,0,2,3,9,-6,3,1,0
740,1938,123,19,2,3,44,129,0.0,0.0,0,0,0,0,0,0,0,0,0,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,2
741,1938,205,165,3,3,45,220,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,15.0,7.0,31,15,5,11,44,40,4,50,1.61,1
742,1938,232,154,0,1,14,166,53.0,1.0,5,1,3,1,4,4,0,6,1.2,39.0,3.0,13,3,5,5,13,23,-10,14,1.08,2
743,1938,90,103,2,0,45,96,75.0,1.0,3,0,0,3,2,14,-12,0,0,60.0,1.0,3,1,0,2,3,9,-6,3,1,0
744,1938,123,78,1,2,45,82,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,18.0,106,66,20,20,224,121,103,218,2.06,2
745,1938,77,93,1,1,45,82,2.0,18.0,106,66,20,20,224,121,103,218,2.06,16.0,9.0,32,15,3,14,87,57,30,48,1.5,1
746,1938,90,103,2,0,45,96,75.0,1.0,3,0,0,3,2,14,-12,0,0,60.0,1.0,3,1,0,2,3,9,-6,3,1,0
747,1938,30,72,1,6,45,74,33.0,7.0,26,3,8,15,22,53,-31,17,0.65,7.0,14.0,59,28,12,19,106,71,35,96,1.63,2
748,1938,80,93,1,11,44,99,49.0,3.0,10,2,2,6,5,20,-15,8,0.8,16.0,9.0,32,15,3,14,87,57,30,48,1.5,2
749,1938,89,213,1,1,45,29,0.0,0.0,0,0,0,0,0,0,0,0,0,67.0,1.0,3,0,1,2,0,4,-4,1,0.33,1
750,1938,89,213,0,3,45,29,0.0,0.0,0,0,0,0,0,0,0,0,0,67.0,1.0,3,0,1,2,0,4,-4,1,0.33,2
751,1938,148,19,1,1,44,19,8.0,10.0,50,27,12,11,86,48,38,93,1.86,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,1
752,1938,54,202,0,4,51,220,0.0,0.0,0,0,0,0,0,0,0,0,0,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,2
753,1938,169,236,0,1,44,254,15.0,7.0,31,15,5,11,44,40,4,50,1.61,0.0,0.0,0,0,0,0,0,0,0,0,0,2
754,1938,89,213,0,2,45,29,0.0,0.0,0,0,0,0,0,0,0,0,0,67.0,1.0,3,0,1,2,0,4,-4,1,0.33,2
755,1938,181,64,1,0,14,66,30.0,8.0,23,4,7,12,25,41,-16,19,0.83,6.0,14.0,62,26,20,16,79,56,23,98,1.58,0
756,1938,30,55,0,6,44,57,33.0,7.0,26,3,8,15,22,53,-31,17,0.65,0.0,0.0,0,0,0,0,0,0,0,0,0,2
757,1938,170,78,1,1,45,82,17.0,6.0,26,13,4,9,43,29,14,43,1.65,2.0,18.0,106,66,20,20,224,121,103,218,2.06,1
758,1938,205,166,2,1,44,108,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,17.0,6.0,26,13,4,9,43,29,14,43,1.65,0
759,1938,236,169,1,0,45,186,0.0,0.0,0,0,0,0,0,0,0,0,0,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,0
760,1938,19,202,3,0,45,220,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,0
761,1938,63,78,6,3,45,82,6.0,14.0,62,26,20,16,79,56,23,98,1.58,2.0,18.0,106,66,20,20,224,121,103,218,2.06,0
762,1938,19,101,1,6,45,108,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,3.0,18.0,83,45,21,17,128,77,51,156,1.88,2
763,1938,122,115,0,2,45,122,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
764,1938,54,99,2,2,45,57,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
765,1938,148,177,1,3,45,156,8.0,10.0,50,27,12,11,86,48,38,93,1.86,30.0,8.0,23,4,7,12,25,41,-16,19,0.83,2
766,1938,205,64,2,1,45,220,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,6.0,14.0,62,26,20,16,79,56,23,98,1.58,0
767,1938,101,236,4,0,45,108,3.0,18.0,83,45,21,17,128,77,51,156,1.88,0.0,0.0,0,0,0,0,0,0,0,0,0,0
768,1938,169,99,6,0,45,180,15.0,7.0,31,15,5,11,44,40,4,50,1.61,0.0,0.0,0,0,0,0,0,0,0,0,0,0
769,1938,71,64,2,4,45,74,7.0,14.0,59,28,12,19,106,71,35,96,1.63,6.0,14.0,62,26,20,16,79,56,23,98,1.58,2
770,1938,236,19,2,2,45,19,0.0,0.0,0,0,0,0,0,0,0,0,0,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,1
771,1938,159,67,1,0,45,169,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0
772,1938,77,202,1,1,43,74,2.0,18.0,106,66,20,20,224,121,103,218,2.06,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,1
773,1938,27,165,6,5,43,74,1.0,20.0,104,70,17,17,221,102,119,227,2.18,15.0,7.0,31,15,5,11,44,40,4,50,1.61,0
774,1938,50,169,3,3,43,74,55.0,1.0,3,1,1,1,5,12,-7,4,1.33,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,1
775,1938,148,55,0,3,43,74,8.0,10.0,50,27,12,11,86,48,38,93,1.86,0.0,0.0,0,0,0,0,0,0,0,0,0,2
776,1938,71,19,3,1,43,74,7.0,14.0,59,28,12,19,106,71,35,96,1.63,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,0
777,1938,93,96,6,0,43,74,16.0,9.0,32,15,3,14,87,57,30,48,1.5,72.0,1.0,1,0,0,1,0,6,-6,0,0,0
778,1938,159,101,1,2,43,74,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,3.0,18.0,83,45,21,17,128,77,51,156,1.88,2
779,1938,50,169,2,1,43,74,55.0,1.0,3,1,1,1,5,12,-7,4,1.33,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,0
780,1938,77,202,2,4,43,74,2.0,18.0,106,66,20,20,224,121,103,218,2.06,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,2
781,1938,116,201,3,3,45,219,0.0,0.0,0,0,0,0,0,0,0,0,0,10.0,11.0,46,16,13,17,74,69,5,61,1.33,1
782,1938,122,67,0,2,45,128,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
783,1938,27,55,1,1,43,74,1.0,20.0,104,70,17,17,221,102,119,227,2.18,0.0,0.0,0,0,0,0,0,0,0,0,0,1
784,1938,50,201,0,8,43,74,55.0,1.0,3,1,1,1,5,12,-7,4,1.33,10.0,11.0,46,16,13,17,74,69,5,61,1.33,2
785,1938,101,72,3,1,43,74,3.0,18.0,83,45,21,17,128,77,51,156,1.88,7.0,14.0,59,28,12,19,106,71,35,96,1.63,0
786,1938,93,202,2,0,43,74,16.0,9.0,32,15,3,14,87,57,30,48,1.5,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,0
787,1938,27,55,2,1,43,74,1.0,20.0,104,70,17,17,221,102,119,227,2.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0
788,1938,70,201,0,2,45,219,0.0,0.0,0,0,0,0,0,0,0,0,0,10.0,11.0,46,16,13,17,74,69,5,61,1.33,2
789,1938,27,101,1,2,43,74,1.0,20.0,104,70,17,17,221,102,119,227,2.18,3.0,18.0,83,45,21,17,128,77,51,156,1.88,2
790,1938,93,201,5,1,43,74,16.0,9.0,32,15,3,14,87,57,30,48,1.5,10.0,11.0,46,16,13,17,74,69,5,61,1.33,0
791,1938,70,156,0,9,67,169,0.0,0.0,0,0,0,0,0,0,0,0,0,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,2
792,1938,225,8,0,1,45,7,9.0,12.0,51,20,12,19,80,71,9,72,1.41,4.0,16.0,77,42,14,21,131,84,47,140,1.82,2
793,1938,27,201,4,2,43,74,1.0,20.0,104,70,17,17,221,102,119,227,2.18,10.0,11.0,46,16,13,17,74,69,5,61,1.33,0
794,1938,101,93,4,2,43,74,3.0,18.0,83,45,21,17,128,77,51,156,1.88,16.0,9.0,32,15,3,14,87,57,30,48,1.5,0
795,1938,204,56,1,0,67,59,10.0,11.0,46,16,13,17,74,69,5,61,1.33,25.0,4.0,16,8,2,6,27,24,3,26,1.63,0
